cylinder,seek_distance,deadline,priority,size,type,importance_score
5,112,31,1,190,1,0.638885
73,68,468,0,956,1,0.257561
126,53,276,2,431,1,0.534126
180,54,285,0,840,0,0.307152
195,15,389,1,918,0,0.283332
102,93,166,0,530,1,0.422057
42,60,277,1,29,1,0.359159
166,124,453,2,508,1,0.578672
71,95,279,2,664,0,0.606008
111,40,486,1,86,1,0.213055
39,72,39,1,394,1,0.561149
74,35,377,1,973,1,0.347528
95,21,483,1,139,0,0.184319
147,52,291,1,96,1,0.359427
179,32,8,1,321,1,0.487703
35,144,87,1,697,0,0.675672
111,76,143,1,247,1,0.536062
193,82,315,1,737,1,0.418282
3,190,408,1,968,0,0.587733
114,111,121,2,934,1,0.788403
153,39,75,0,638,1,0.388646
20,133,93,2,79,0,0.733634
133,113,126,0,347,0,0.445271
84,49,203,2,1010,0,0.640919
120,36,384,0,310,1,0.187218
142,22,202,1,244,1,0.315246
28,114,398,0,293,0,0.278986
13,15,256,2,91,0,0.406388
63,50,348,1,800,1,0.372872
52,11,195,2,71,0,0.474574
57,5,415,1,585,0,0.209971
184,127,23,0,233,0,0.551768
137,47,193,0,730,0,0.346948
71,66,243,2,179,0,0.539212
121,50,404,2,445,1,0.464849
31,90,153,0,488,1,0.432224
36,5,107,0,382,0,0.29694
19,17,297,0,512,1,0.198486
85,66,266,0,160,0,0.266098
123,38,212,1,176,0,0.394355
101,22,283,1,892,0,0.358235
111,10,205,1,91,1,0.320255
32,79,71,1,160,1,0.519462
129,97,428,0,680,1,0.271264
110,19,86,1,432,1,0.463484
191,81,371,0,413,0,0.262165
49,142,102,1,583,0,0.673025
12,37,396,0,96,1,0.120186
91,79,110,2,160,0,0.65972
39,52,319,0,984,1,0.285268
34,5,484,1,821,1,0.225622
46,12,440,2,731,0,0.401079
135,89,112,1,235,1,0.512294
85,50,317,0,198,1,0.222289
174,89,163,1,775,0,0.590108
24,150,19,1,155,1,0.714186
186,162,483,2,219,1,0.575202
81,105,253,1,104,0,0.454332
106,25,221,0,100,1,0.249155
163,57,289,0,660,0,0.303698
98,65,88,0,160,1,0.388007
32,66,446,2,586,1,0.451253
48,16,216,0,790,1,0.279704
183,135,260,2,886,1,0.718301
13,170,470,0,611,1,0.377138
182,169,121,0,461,0,0.571982
135,47,441,0,70,1,0.116323
102,33,227,1,409,1,0.37784
63,39,57,0,881,0,0.423672
172,109,214,1,261,1,0.496025
6,166,235,1,102,0,0.574125
142,136,280,2,503,0,0.642739
41,101,283,1,427,1,0.476702
71,30,136,2,717,0,0.591061
12,59,449,0,499,0,0.196067
112,100,168,0,661,1,0.440598
29,83,336,1,633,1,0.430086
23,6,480,1,649,1,0.224506
65,42,73,1,677,1,0.509577
99,34,246,1,554,0,0.40378
188,89,56,2,725,1,0.728032
165,23,424,0,277,1,0.09766
80,85,412,1,109,1,0.327169
117,37,480,1,431,0,0.23539
154,37,454,2,546,1,0.399499
76,78,405,1,941,0,0.398375
153,77,177,1,543,0,0.503942
132,21,200,0,658,1,0.281573
140,8,29,1,278,1,0.414036
195,55,103,0,666,1,0.391766
75,120,227,0,773,1,0.435078
13,62,403,0,483,0,0.244725
107,94,436,0,578,0,0.252093
66,41,309,2,705,1,0.497679
11,55,96,0,516,0,0.398561
31,20,162,1,469,0,0.39588
106,75,104,1,778,1,0.578313
191,85,405,0,799,0,0.272037
67,124,426,0,879,0,0.366885
109,42,289,0,97,1,0.218325
35,74,188,2,788,1,0.671129
25,10,391,2,944,0,0.448999
156,131,410,0,129,0,0.316505
122,34,256,2,602,1,0.506353
37,85,387,1,147,1,0.394287
100,63,308,2,43,0,0.469748
116,16,458,2,949,1,0.3783
11,105,185,2,49,0,0.621943
60,49,94,1,364,0,0.5389
172,112,176,0,719,1,0.473565
72,100,108,1,270,1,0.510858
141,69,361,0,121,1,0.210254
121,20,85,0,26,0,0.291014
1,120,194,0,343,0,0.458224
189,188,5,1,761,0,0.804538
191,2,205,1,49,0,0.320083
133,58,352,0,746,0,0.244434
31,102,152,1,736,0,0.587681
168,137,425,0,925,0,0.354401
0,168,399,2,796,1,0.684572
101,101,50,1,816,1,0.676403
85,16,414,1,108,0,0.195761
139,54,222,2,506,0,0.516689
28,111,82,2,551,1,0.739461
175,147,364,2,930,1,0.68682
114,61,344,2,483,0,0.47426
52,62,86,2,231,1,0.615869
62,10,126,0,746,0,0.353253
137,75,234,1,630,0,0.463889
37,100,125,1,348,0,0.534005
59,22,279,0,91,1,0.176547
197,138,99,0,904,0,0.585712
175,22,377,1,166,1,0.273804
66,109,114,2,706,1,0.749926
111,45,41,1,153,0,0.506938
82,29,200,0,553,1,0.266879
40,42,118,1,922,1,0.519997
58,18,149,2,336,0,0.534642
21,37,208,1,959,1,0.449462
167,146,107,0,906,1,0.603028
49,118,52,0,761,1,0.573465
39,10,315,1,344,0,0.277703
127,88,325,2,627,0,0.54978
25,102,398,2,600,0,0.546953
191,166,265,2,938,0,0.801832
176,15,219,2,716,1,0.521722
82,94,68,0,527,1,0.460483
36,46,8,1,450,1,0.548254
28,8,40,1,915,1,0.470522
171,143,301,2,746,1,0.699854
88,83,238,2,795,0,0.67169
115,27,415,2,142,0,0.390463
24,91,456,2,615,1,0.497401
164,140,308,0,1017,1,0.462667
103,61,108,1,996,0,0.586871
14,89,423,0,433,1,0.257406
15,1,423,2,850,1,0.421605
192,177,10,1,700,1,0.774018
11,181,387,1,836,1,0.553713
59,48,115,2,718,0,0.652229
2,57,131,0,49,0,0.303279
11,9,327,0,510,0,0.19922
162,151,221,2,732,0,0.787411
152,10,191,0,327,1,0.230979
66,86,215,0,609,1,0.384929
35,31,102,1,244,1,0.439781
49,14,117,0,691,1,0.338317
70,21,457,1,387,1,0.21177
155,85,441,0,24,1,0.176485
118,37,204,1,202,1,0.382844
88,30,464,2,456,1,0.362403
13,75,422,0,188,0,0.170379
23,10,480,1,556,1,0.197568
40,17,483,1,803,0,0.254476
42,2,347,1,380,0,0.273342
97,55,18,1,877,0,0.598634
172,75,416,1,54,0,0.33473
84,88,474,0,362,1,0.216711
65,19,499,0,685,1,0.098864
111,46,361,0,415,0,0.184384
15,96,497,0,193,1,0.168224
145,130,389,2,566,0,0.561146
11,134,146,1,533,1,0.593201
70,59,96,1,519,1,0.554278
190,120,293,2,993,1,0.690087
80,110,92,0,632,0,0.509952
149,69,337,0,428,0,0.255644
54,95,239,1,503,1,0.467009
170,116,273,1,476,1,0.533166
67,103,80,2,343,0,0.719633
45,22,166,0,115,1,0.26052
10,35,359,1,582,1,0.375769
61,51,341,0,367,0,0.230476
116,55,451,0,402,1,0.163633
12,104,406,2,122,1,0.457355
34,22,475,1,841,1,0.238275
69,35,115,1,352,0,0.435496
143,74,155,0,233,0,0.368017
119,24,259,2,865,0,0.525638
8,111,260,2,533,1,0.670395
7,1,247,0,1023,1,0.283007
11,4,98,2,824,1,0.591052
66,55,122,1,804,1,0.502762
56,10,171,1,60,1,0.346019
23,33,470,2,275,0,0.317627
87,64,141,2,939,0,0.654593
118,31,287,0,936,1,0.273112
138,20,260,0,256,0,0.19358
199,61,203,0,647,0,0.364615
138,61,135,2,998,0,0.694461
197,59,260,2,900,0,0.571546
194,3,13,2,62,0,0.553785
169,25,466,2,71,1,0.287266
70,99,136,2,453,0,0.684588
8,62,393,0,778,0,0.252705
11,3,71,0,548,0,0.296967
174,163,398,0,734,0,0.423742
172,2,24,1,297,0,0.437878
61,111,208,0,382,0,0.447638
146,85,238,1,861,0,0.525877
90,56,478,1,228,0,0.250726
13,77,322,2,142,1,0.500728
130,117,323,1,460,0,0.488686
16,114,453,0,174,0,0.222453
26,10,438,1,407,0,0.217154
95,69,107,2,76,1,0.640246
14,81,201,1,929,0,0.537424
68,54,42,0,214,0,0.374414
150,82,376,0,408,1,0.235358
119,31,365,2,659,0,0.44077
11,108,26,0,48,0,0.464257
43,32,261,1,226,1,0.341525
198,155,429,1,1013,1,0.540258
191,7,457,1,160,0,0.169914
183,8,171,2,711,0,0.52848
102,81,236,2,58,1,0.569028
86,16,160,0,594,1,0.307924
150,64,434,0,293,1,0.182633
191,41,150,2,649,1,0.594835
25,166,37,1,323,0,0.716162
179,154,404,2,366,1,0.586067
123,56,497,0,866,1,0.148776
28,95,83,2,208,1,0.681376
173,145,209,0,117,0,0.43752
6,167,383,1,894,0,0.549647
4,2,434,1,840,1,0.263962
73,69,23,0,590,1,0.447694
107,34,23,0,431,1,0.372841
85,22,463,2,714,1,0.383307
49,36,97,1,383,1,0.493355
131,82,28,0,476,1,0.486521
95,36,296,2,564,1,0.480071
23,72,154,1,768,0,0.495296
163,140,12,0,919,1,0.640881
61,102,232,0,803,0,0.424077
138,77,281,2,942,1,0.65636
70,68,322,1,729,0,0.423503
150,80,139,1,902,1,0.551083
56,94,493,1,362,0,0.330525
42,14,267,0,734,1,0.212383
14,28,42,1,421,1,0.46544
166,152,375,2,587,0,0.64771
144,22,199,0,747,1,0.308878
122,22,315,0,740,0,0.213795
121,1,339,0,265,1,0.104048
13,108,373,2,134,1,0.531046
82,69,90,1,1001,0,0.592985
172,90,176,0,82,0,0.343092
57,115,485,0,258,1,0.256825
11,46,359,0,420,1,0.200912
167,156,23,2,502,0,0.846669
5,162,270,0,362,1,0.440814
137,132,388,1,83,0,0.447518
166,29,256,1,696,0,0.372018
149,17,375,0,777,1,0.105978
2,147,314,2,673,1,0.683959
179,177,409,2,67,0,0.650238
17,162,254,2,30,0,0.685606
170,153,481,2,145,1,0.541369
3,167,225,1,818,1,0.679461
98,95,334,0,178,1,0.279821
176,78,161,2,441,1,0.634827
52,124,397,0,903,0,0.330725
8,44,302,2,561,0,0.512019
17,9,64,2,809,0,0.633816
74,57,151,1,857,0,0.475083
72,2,299,1,324,0,0.284756
43,29,5,1,973,0,0.52992
91,48,464,2,456,1,0.374033
68,23,35,0,678,0,0.386736
118,50,57,2,967,1,0.710623
58,60,440,2,301,1,0.395501
62,4,101,1,920,0,0.462158
177,115,423,0,724,0,0.312373
156,21,174,1,550,0,0.421093
153,3,478,1,839,1,0.213152
75,78,153,1,760,0,0.553406
177,102,226,1,319,0,0.477451
68,109,444,0,725,0,0.277011
144,76,139,1,23,1,0.512162
150,6,141,1,846,1,0.444282
66,84,499,0,466,1,0.180191
123,57,79,0,47,1,0.371887
37,86,306,1,375,0,0.451838
76,39,192,1,978,1,0.479362
105,29,454,1,780,1,0.268535
133,28,268,2,545,1,0.511264
71,62,181,1,596,0,0.511096
142,71,174,0,834,0,0.403342
128,14,387,0,159,0,0.12726
172,44,56,0,617,0,0.423416
7,165,390,0,211,0,0.345531
102,95,51,1,240,1,0.610656
142,40,330,2,626,1,0.472696
84,58,187,2,689,0,0.610829
59,25,125,0,753,1,0.331114
116,57,134,0,578,0,0.344244
92,24,416,0,628,1,0.168392
85,7,438,1,271,1,0.193704
195,110,237,2,408,0,0.602873
84,111,8,1,847,1,0.714697
43,41,378,1,709,1,0.35147
3,40,63,0,74,1,0.345487
23,20,273,1,961,0,0.38963
107,84,440,0,947,1,0.268224
41,66,57,0,739,0,0.442517
21,20,172,2,800,1,0.563326
70,49,221,2,891,1,0.611215
48,22,88,1,255,0,0.404358
107,59,192,1,983,0,0.490001
11,96,186,2,800,1,0.681624
196,185,463,1,723,1,0.536176
182,14,36,0,576,1,0.351117
173,9,419,0,810,0,0.145105
34,139,420,1,801,0,0.527219
142,108,161,0,127,0,0.429771
2,140,412,0,332,0,0.285203
144,142,307,2,879,1,0.693171
159,15,474,0,608,0,0.111653
56,103,223,0,404,0,0.378356
92,36,137,0,247,1,0.323326
185,93,329,1,525,1,0.428103
39,146,220,0,268,1,0.457265
107,68,219,1,329,0,0.463211
60,47,101,2,198,0,0.596297
32,28,206,2,201,0,0.514098
136,104,244,2,8,0,0.601016
190,54,389,0,927,1,0.208719
113,77,435,1,701,1,0.37397
101,12,475,0,990,0,0.141863
106,5,120,2,182,0,0.501388
31,75,27,1,689,0,0.568961
40,9,164,2,336,0,0.522244
147,107,15,0,108,0,0.480414
117,30,470,2,902,1,0.435859
46,71,263,1,417,1,0.430249
3,43,341,1,1013,1,0.400617
37,34,362,2,272,1,0.409695
101,64,76,0,431,1,0.360958
53,48,458,2,865,0,0.428687
146,93,462,2,706,1,0.540701
115,31,149,2,589,1,0.526071
29,86,293,2,371,1,0.565878
58,29,241,2,257,1,0.469497
7,51,129,2,992,0,0.66035
8,1,414,2,628,0,0.367968
150,142,390,2,202,1,0.573023
77,73,173,0,672,1,0.405423
176,99,436,1,242,1,0.357186
46,130,37,0,628,0,0.533587
64,18,142,2,127,0,0.492243
102,38,424,1,613,1,0.300123
56,46,267,0,841,0,0.280202
91,35,137,0,220,1,0.300626
24,67,332,1,859,1,0.404618
15,9,494,0,161,1,0.014921
172,157,166,0,51,1,0.483323
49,123,130,2,325,1,0.722337
20,29,72,2,954,1,0.66158
56,36,315,2,46,1,0.430107
83,27,230,0,157,0,0.221295
96,13,464,2,190,0,0.332054
153,57,78,2,256,0,0.609563
164,11,134,1,991,0,0.464417
58,106,414,2,1021,1,0.562057
43,15,216,0,45,1,0.197432
24,19,234,0,517,0,0.240314
31,7,217,1,674,0,0.365975
5,26,354,0,563,0,0.17236
0,5,268,2,422,1,0.404087
83,83,55,1,186,1,0.582857
121,38,187,1,186,0,0.389624
163,42,327,0,710,0,0.224992
65,98,268,0,617,0,0.351689
57,8,308,0,551,0,0.19459
134,77,315,2,471,1,0.511983
127,7,70,2,145,1,0.541249
138,11,155,1,896,0,0.449656
34,104,44,2,449,1,0.765172
8,26,313,1,530,1,0.310818
108,100,165,0,24,0,0.391209
83,25,107,2,157,1,0.554568
51,32,353,2,384,0,0.433338
193,142,133,0,767,0,0.562854
31,162,87,2,677,0,0.841727
55,24,43,0,1013,1,0.402289
149,94,159,1,565,0,0.559675
105,44,430,1,842,0,0.332794
46,59,135,1,431,0,0.484636
107,61,217,1,245,0,0.415362
83,24,251,1,439,1,0.391199
52,31,149,2,289,1,0.506772
134,82,371,1,937,1,0.427484
155,21,337,0,41,1,0.140854
13,142,16,2,301,0,0.822219
0,13,184,2,460,1,0.506634
180,180,402,0,359,1,0.37861
45,135,250,0,376,1,0.410622
17,28,59,0,958,1,0.401906
118,101,186,1,800,1,0.567838
64,54,191,2,799,1,0.594823
183,119,139,2,52,0,0.699785
192,9,124,2,844,1,0.590873
1,191,485,2,281,0,0.619638
38,37,376,2,611,1,0.441073
120,82,9,0,121,1,0.458513
67,53,442,2,499,1,0.433559
0,67,165,0,385,1,0.359887
92,92,129,1,306,1,0.566347
124,32,334,1,403,1,0.335474
197,73,470,2,727,0,0.463773
82,115,233,1,421,0,0.553168
157,75,463,1,189,0,0.315671
86,71,250,0,914,0,0.381529
134,48,252,1,336,1,0.415968
193,59,293,2,498,1,0.542885
162,31,473,1,714,0,0.250101
136,26,382,2,643,1,0.408959
165,29,329,2,31,0,0.399668
39,126,55,1,222,0,0.646601
159,120,107,2,185,1,0.725065
199,40,34,1,229,0,0.504969
194,5,204,1,748,1,0.361937
51,143,170,2,812,0,0.733973
85,34,18,0,473,1,0.427498
137,52,231,0,76,1,0.250521
14,123,114,2,752,1,0.787405
136,122,409,0,945,1,0.347583
55,81,219,1,1003,0,0.555345
169,114,10,2,984,0,0.843179
122,47,362,1,431,0,0.373508
79,43,317,0,37,0,0.184134
10,69,370,1,667,0,0.402879
139,129,171,1,256,1,0.592991
107,32,472,2,1018,0,0.451612
125,18,227,1,17,1,0.306621
3,122,308,1,320,1,0.49293
87,84,286,0,419,0,0.306823
151,64,289,1,245,0,0.388288
183,32,112,2,819,1,0.617382
70,113,235,2,469,1,0.663949
50,20,106,1,222,1,0.38531
141,91,121,0,617,1,0.428301
44,97,386,1,442,0,0.413918
177,133,393,2,849,1,0.654682
126,51,416,1,140,0,0.295465
185,59,301,0,602,0,0.305232
38,147,134,1,160,0,0.648124
16,22,59,1,219,0,0.456989
165,149,316,1,262,1,0.542538
57,108,440,2,863,0,0.556217
67,10,260,0,399,0,0.165671
53,14,143,2,416,1,0.524402
84,31,300,2,116,1,0.444481
179,95,87,1,214,1,0.530014
136,43,432,2,121,1,0.369937
14,122,195,0,76,0,0.391319
177,163,300,1,149,1,0.536334
88,89,339,1,976,0,0.463757
137,49,430,0,702,1,0.204032
73,64,172,1,42,1,0.431133
18,55,238,2,563,0,0.564778
83,65,189,2,346,0,0.591687
67,16,36,2,886,1,0.648504
3,64,157,2,199,0,0.566207
150,147,83,0,642,1,0.579808
172,22,374,0,229,0,0.164463
181,9,324,0,930,0,0.233332
48,133,59,0,801,1,0.569522
126,78,192,1,642,0,0.506919
106,20,15,2,52,0,0.580303
119,13,238,1,845,0,0.361095
159,40,123,2,797,0,0.617368
75,84,372,0,467,1,0.270445
54,21,468,0,588,0,0.077024
95,41,314,1,690,0,0.396378
133,38,72,0,177,0,0.345332
86,47,368,0,960,0,0.244649
60,26,260,2,29,1,0.449305
11,49,23,2,31,0,0.652464
114,103,44,0,817,0,0.53415
4,110,465,0,24,0,0.206889
94,90,375,0,417,1,0.273504
123,29,185,0,353,0,0.309695
92,31,7,0,5,1,0.370868
101,9,356,2,689,0,0.425598
55,46,231,2,683,1,0.578379
48,7,210,1,210,0,0.350495
168,120,17,2,500,0,0.824208
178,10,108,0,549,1,0.271656
32,146,125,2,324,1,0.78794
41,9,277,1,554,0,0.336697
71,30,312,1,884,1,0.356173
140,69,47,1,417,0,0.569654
12,128,475,0,612,0,0.333064
157,145,28,0,472,1,0.606371
1,156,338,2,853,0,0.703299
168,167,142,2,515,1,0.824097
8,160,495,2,451,1,0.559608
167,159,216,1,962,1,0.620056
188,21,299,0,661,1,0.235491
158,30,126,0,770,0,0.33809
196,38,170,0,896,0,0.322068
91,105,495,2,580,1,0.461947
128,37,422,0,827,1,0.220538
124,4,18,1,777,1,0.507567
2,122,340,0,910,0,0.408708
171,169,434,0,1005,1,0.455584
141,30,325,1,733,0,0.361291
84,57,214,2,360,0,0.566543
42,42,213,0,77,0,0.257083
134,92,379,0,957,1,0.345799
196,62,457,0,198,0,0.134048
31,165,454,2,954,0,0.685644
184,153,289,2,757,0,0.745209
112,72,295,2,244,1,0.500533
157,45,364,0,780,0,0.208296
28,129,251,2,995,1,0.689943
20,8,29,0,914,0,0.386912
132,112,316,1,783,0,0.466614
56,76,403,1,670,1,0.394489
75,19,486,1,610,1,0.21236
124,49,147,0,522,0,0.375324
45,79,45,1,366,1,0.562312
68,23,296,0,570,1,0.217993
72,4,285,2,920,1,0.49894
70,2,354,1,758,0,0.296287
140,70,243,0,638,0,0.33426
30,110,338,1,107,1,0.410931
181,151,410,1,704,1,0.463728
143,38,117,0,904,1,0.376984
2,141,57,0,581,1,0.580808
113,111,393,0,874,1,0.362255
33,80,322,0,1024,0,0.382913
30,3,81,0,277,0,0.300719
141,111,153,2,500,0,0.690004
49,92,279,0,212,0,0.323114
113,64,381,2,323,0,0.473713
56,57,270,1,894,0,0.452713
63,7,37,0,146,1,0.307221
134,71,388,1,73,1,0.319391
130,4,420,1,518,0,0.240261
4,126,25,1,117,0,0.599169
173,169,5,2,286,0,0.85931
117,56,69,1,840,1,0.567882
51,66,442,0,149,1,0.161892
22,29,467,1,1015,1,0.303028
97,75,243,2,808,0,0.622286
139,42,214,2,146,0,0.532332
4,135,462,2,937,1,0.616228
57,53,127,0,1021,1,0.420233
189,132,9,2,906,1,0.854644
20,169,425,0,433,1,0.411903
160,140,461,0,569,0,0.319177
47,113,405,2,62,0,0.517877
101,54,273,2,182,1,0.490112
152,51,498,2,24,1,0.312826
198,46,37,0,278,0,0.382627
120,78,441,2,523,1,0.448112
44,76,492,1,522,0,0.295477
16,28,273,0,978,0,0.279679
148,132,144,1,60,0,0.556717
115,33,106,1,442,0,0.46516
153,38,96,2,370,0,0.593504
197,44,56,2,838,1,0.674166
166,31,38,0,709,0,0.391565
100,66,268,0,345,1,0.272825
137,37,261,0,1000,0,0.297929
125,12,58,1,760,0,0.475993
38,87,339,0,4,0,0.229142
61,23,268,1,125,1,0.326944
18,43,153,2,345,1,0.575232
73,55,449,1,876,0,0.33253
36,37,348,1,849,0,0.328698
179,143,192,0,1016,1,0.566722
171,8,423,1,991,0,0.257456
145,26,489,0,695,0,0.143071
80,65,229,2,45,1,0.488409
1,79,310,2,715,0,0.542802
109,108,482,1,255,1,0.314671
4,105,230,2,647,0,0.675773
5,1,57,2,123,1,0.549304
30,25,208,2,398,0,0.494983
98,68,365,0,901,1,0.271017
149,51,489,0,581,1,0.140938
81,68,369,1,704,0,0.403641
155,74,480,1,6,0,0.213179
106,49,280,2,833,0,0.545015
178,72,370,1,623,1,0.391817
75,103,74,2,270,1,0.708155
60,15,425,0,290,1,0.115497
15,45,274,2,923,0,0.537907
43,28,18,0,940,1,0.461919
8,35,86,2,730,0,0.633712
34,26,367,1,618,0,0.329105
189,155,47,2,604,0,0.846044
108,81,320,2,532,0,0.520282
120,12,272,0,257,0,0.213956
76,44,233,0,811,0,0.316949
128,52,305,2,404,0,0.465977
112,16,337,2,843,0,0.442799
183,71,402,2,468,0,0.47983
159,24,271,1,313,0,0.343431
110,49,106,1,487,0,0.495075
156,46,440,0,988,1,0.220973
123,33,466,2,355,0,0.346054
198,75,99,0,9,1,0.342579
104,94,287,2,889,1,0.653466
170,66,241,2,766,0,0.58304
35,135,324,2,150,1,0.627727
33,2,35,1,711,0,0.505979
62,29,87,0,49,1,0.324465
164,102,84,1,516,0,0.593284
176,12,401,2,989,1,0.418265
80,96,310,1,553,0,0.481356
88,8,330,0,849,1,0.178875
97,9,160,1,6,1,0.392402
40,57,96,0,897,0,0.444935
107,67,53,2,293,0,0.704708
165,58,253,1,554,1,0.466639
150,15,379,1,867,1,0.292968
17,133,196,0,841,0,0.526411
70,53,486,2,115,1,0.356065
127,57,499,1,1018,1,0.305914
118,9,38,0,198,1,0.31908
140,22,492,1,775,0,0.23199
149,9,385,0,27,0,0.049292
60,89,297,1,907,1,0.507938
93,33,101,1,270,0,0.482421
33,60,195,1,544,0,0.480669
143,110,414,0,181,0,0.276402
89,54,240,2,192,0,0.530838
69,20,454,1,882,1,0.28759
151,82,136,2,153,0,0.632325
187,36,158,0,928,0,0.359766
177,10,387,1,291,0,0.250441
26,151,64,1,998,1,0.762335
163,137,254,1,914,1,0.613299
113,50,172,1,296,1,0.456529
21,92,280,0,978,1,0.402786
77,56,86,0,838,1,0.399653
44,33,27,0,911,0,0.424414
51,7,386,0,578,0,0.117639
123,72,47,1,622,0,0.582437
80,43,195,2,462,1,0.562529
141,61,111,1,336,1,0.49331
161,20,351,0,442,1,0.156591
1,160,221,2,841,1,0.748525
164,163,499,0,434,1,0.357365
28,136,221,0,960,0,0.496095
1,27,136,0,151,1,0.279199
18,17,425,2,392,1,0.386367
10,8,413,0,775,0,0.174674
68,58,390,0,953,0,0.268983
167,99,230,1,105,1,0.477086
136,31,319,1,464,1,0.343261
88,48,140,0,976,0,0.39553
188,100,20,1,763,1,0.670535
97,91,49,2,656,1,0.805988
17,80,277,2,944,1,0.630879
3,14,122,1,315,0,0.393157
101,98,492,0,414,1,0.214065
44,57,36,1,26,0,0.517866
74,30,251,2,891,0,0.569689
61,13,283,0,922,0,0.245114
79,18,278,1,426,0,0.326844
192,113,256,1,1000,1,0.589682
13,179,28,0,560,0,0.664542
21,8,334,1,742,0,0.297591
57,36,134,2,848,1,0.627511
148,91,133,0,926,1,0.4333
50,98,304,1,907,1,0.51355
49,1,392,0,183,0,0.086563
143,94,433,2,914,1,0.568422
120,23,429,0,622,1,0.16201
128,8,381,2,985,0,0.43364
131,3,217,2,883,1,0.484832
127,4,419,0,814,1,0.142417
111,16,453,0,616,0,0.131202
103,8,396,2,1016,0,0.416701
153,50,6,0,8,1,0.379432
68,85,314,1,812,1,0.464077
64,4,458,0,312,0,0.05727
48,16,268,2,670,0,0.486673
166,118,45,2,9,1,0.736553
2,164,182,0,765,0,0.569624
41,39,351,0,808,1,0.214921
29,12,405,0,731,1,0.127402
74,45,311,1,636,1,0.384614
43,31,220,0,4,0,0.236964
101,58,259,2,792,0,0.586613
195,94,272,1,56,0,0.449323
85,110,494,1,762,0,0.360441
194,109,499,0,220,0,0.207055
61,133,226,2,822,0,0.710731
153,92,145,1,493,1,0.510907
27,126,118,0,374,0,0.492239
122,95,214,2,800,0,0.67993
150,28,84,1,777,1,0.528063
133,17,45,0,708,1,0.354799
187,54,162,2,357,0,0.593228
120,67,171,0,256,0,0.3183
117,3,375,0,940,0,0.160696
129,12,448,0,848,0,0.134256
70,59,168,1,415,0,0.493759
43,27,138,1,857,0,0.474176
181,138,196,0,822,0,0.503077
195,14,418,0,943,0,0.160543
186,9,162,0,59,1,0.256674
151,35,270,2,453,1,0.481184
44,107,233,1,948,0,0.58963
46,2,273,0,560,0,0.22768
61,15,252,1,180,0,0.314425
102,41,491,1,860,1,0.287967
47,55,72,2,306,1,0.634232
157,110,236,2,1016,1,0.7268
16,141,327,1,702,1,0.518627
182,166,155,2,442,0,0.792768
90,92,249,2,814,1,0.655335
76,14,323,0,1000,0,0.269114
90,14,400,2,482,0,0.359547
96,6,253,0,935,0,0.243783
110,14,357,0,555,0,0.166164
61,49,240,1,49,1,0.404695
60,1,218,0,361,1,0.185631
75,15,446,0,205,0,0.085095
31,44,191,2,432,1,0.541569
45,14,370,2,222,0,0.377051
83,38,111,2,745,1,0.607147
5,78,211,2,33,0,0.571823
83,78,88,1,553,0,0.556871
83,0,95,2,514,1,0.524597
0,83,161,1,958,1,0.574199
94,94,41,0,79,1,0.431056
132,38,312,0,38,1,0.206347
155,23,127,2,255,1,0.545825
77,78,321,2,347,1,0.506247
104,27,488,2,290,1,0.346258
15,89,463,1,108,0,0.301543
65,50,62,2,612,0,0.658834
132,67,309,0,200,1,0.255455
92,40,498,0,982,1,0.147919
190,98,350,2,498,1,0.542358
159,31,319,2,70,1,0.402251
181,22,401,2,369,0,0.368201
96,85,248,1,578,1,0.506582
15,81,353,2,673,0,0.538569
111,96,425,1,951,0,0.445757
189,78,295,2,293,1,0.564268
34,155,154,0,1011,1,0.566087
192,158,384,0,676,1,0.406764
1,191,32,2,272,0,0.904286
122,121,339,0,728,1,0.388035
185,63,92,0,267,1,0.375857
42,143,12,0,822,1,0.651096
53,11,401,1,239,0,0.249773
161,108,401,0,773,0,0.290426
69,92,292,0,189,1,0.320402
131,62,13,2,167,0,0.664326
22,109,237,0,536,1,0.376193
134,112,225,1,190,1,0.502643
102,32,380,0,274,1,0.147393
100,2,431,0,535,1,0.117268
147,47,242,2,501,1,0.546785
89,58,349,2,692,0,0.533278
137,48,238,1,138,1,0.356095
85,52,459,1,742,1,0.275852
171,86,458,0,864,1,0.253704
111,60,366,2,317,0,0.467157
57,54,287,2,262,1,0.4699
175,118,252,2,722,0,0.669139
62,113,326,2,804,1,0.639048
188,126,183,1,854,1,0.63392
193,5,319,2,107,0,0.350848
111,82,15,2,733,0,0.774251
91,20,141,1,492,1,0.433812
53,38,361,1,79,1,0.315975
166,113,499,1,880,0,0.410381
53,113,100,2,321,1,0.710254
122,69,25,0,75,0,0.405787
160,38,179,1,921,0,0.45015
36,124,162,2,452,0,0.679696
34,2,497,2,363,1,0.279448
191,157,175,0,660,0,0.531731
197,6,461,1,562,0,0.21965
64,133,489,0,794,1,0.317364
46,18,8,2,913,1,0.685691
128,82,301,1,647,1,0.438403
116,12,139,0,78,0,0.253504
50,66,190,1,361,1,0.455645
43,7,216,2,424,0,0.478199
115,72,163,1,324,1,0.475325
54,61,90,1,453,1,0.554249
108,54,48,0,805,1,0.456947
137,29,78,2,786,0,0.589284
52,85,21,2,160,1,0.714761
114,62,204,2,491,1,0.569674
197,83,82,0,98,0,0.437392
107,90,98,1,511,0,0.590445
28,79,232,0,280,0,0.330469
